,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,trait,indice,fold,subset,archi,species_loss,func_loss
14,SLA_cstd,-2.9653458983252383,5.430339682812817,0.031420881043577036,0.29429457259496694,0.02256439693246968,0.45141950721065927,opth,SLA,cstd,1,test,sdm,sdm,sdm
15,PLH_cstd,-2.363706598409924,97.42598782768171,0.35129930395638614,9.275277225642058e-34,0.3620736324677545,6.667844125456942e-36,opth,PLH,cstd,1,test,sdm,sdm,sdm
16,average,-64.99217522450661,6320.034205557609,,,,,opth,,,1,test,sdm,sdm,sdm
17,weighted,-183.58274298368286,,,,,,opth,,,1,test,sdm,sdm,sdm
18,richness,-0.021692901359563033,98.52457157002313,0.3077640395952711,6.530929948682541e-26,0.30656339583370457,1.0319386620655278e-25,raw,,,2,test,sdm,sdm,sdm
19,LNC_cm,0.17543109141851587,2.543790655617526,0.4389804191258798,8.946783768855893e-54,0.4232097225634512,1.0182272803036466e-49,raw,LNC,cm,2,test,sdm,sdm,sdm
20,SLA_cm,0.622575311737113,3.8796088310520487,0.8200438742618018,2.869350604524379e-272,0.8238187524906153,6.740940294798972e-277,raw,SLA,cm,2,test,sdm,sdm,sdm
21,PLH_cm,0.672829881104111,30.73557200407758,0.8543205966371274,6.8921e-319,0.8452617734471665,1.7841141602939043e-305,raw,PLH,cm,2,test,sdm,sdm,sdm
22,LNC_cstd,-96.40384114580318,162.06095266428537,-0.019883360416939277,0.5069742608850878,-0.046403441992995224,0.1213149134432933,raw,LNC,cstd,2,test,sdm,sdm,sdm
23,SLA_cstd,-89.70117358742861,132.14252775951167,0.191972491805471,1.0050344522598819e-10,0.1781928455855659,2.0451679142847524e-09,raw,SLA,cstd,2,test,sdm,sdm,sdm
24,PLH_cstd,-1.2572481061469092,66.6214352666269,0.6454031674760649,1.7140570996793258e-132,0.6531257398675909,1.0841930045499799e-136,raw,PLH,cstd,2,test,sdm,sdm,sdm
25,average,-26.559017065211215,70.92977982159918,,,,,raw,,,2,test,sdm,sdm,sdm
26,weighted,-1.1005057033382621,,,,,,raw,,,2,test,sdm,sdm,sdm
27,richness,0.10825216015389594,90.16627578676867,0.38691747843188096,3.621108864628384e-41,0.3919123299172123,2.7802423748556307e-42,raw,,,3,test,sdm,sdm,sdm
28,LNC_cm,0.17449203305807748,2.4599603156848726,0.43509702308466,9.342621666209781e-53,0.4350209984364267,9.778714595645559e-53,raw,LNC,cm,3,test,sdm,sdm,sdm
29,SLA_cm,0.6042592797072286,3.9080378981936605,0.8041440683427934,6.6784929586646904e-254,0.8059177181389283,7.257770160284461e-256,raw,SLA,cm,3,test,sdm,sdm,sdm
30,PLH_cm,0.6619098915775823,31.61599998291802,0.8483278335873535,6.4590782998542e-310,0.8424914962523802,1.5200781926994648e-301,raw,PLH,cm,3,test,sdm,sdm,sdm
31,LNC_cstd,-99.74180485247766,160.22360302250797,-0.01791166924843069,0.5500100186760797,-0.04246529431535772,0.1562870614348271,raw,LNC,cstd,3,test,sdm,sdm,sdm
32,SLA_cstd,-88.88347380396999,130.32897747876896,0.15478862596554008,2.0306038999444866e-07,0.13827788867538668,3.543488887876844e-06,raw,SLA,cstd,3,test,sdm,sdm,sdm
33,PLH_cstd,-1.411203310373037,66.80314057057744,0.6280378160290607,1.7569699091952992e-123,0.6545954667713548,1.6671448865489244e-137,raw,PLH,cstd,3,test,sdm,sdm,sdm
34,average,-26.9267955146177,69.35799929363137,,,,,raw,,,3,test,sdm,sdm,sdm
35,weighted,-1.0380033853818398,,,,,,raw,,,3,test,sdm,sdm,sdm
36,richness,-424.9634500378594,43069.95340501792,0.21043547644227056,1.232131782172347e-12,0.2367333225353668,1.1124575287589616e-15,opth,,,3,test,sdm,sdm,sdm
37,LNC_cm,-0.011868395447292901,3.015302331626303,0.28598421996688744,1.8936289396570006e-22,0.28847590177013044,7.87441296509006e-23,opth,LNC,cm,3,test,sdm,sdm,sdm
38,SLA_cm,0.3242342655117041,6.6733544597765135,0.7574861330931442,1.591483283452589e-208,0.76532638162823,2.110610607913348e-215,opth,SLA,cm,3,test,sdm,sdm,sdm
39,PLH_cm,0.42716602274642756,53.56772814079449,0.8170043501658429,1.2786810227903175e-268,0.8079495488950493,3.8540900965615987e-258,opth,PLH,cm,3,test,sdm,sdm,sdm
40,LNC_cstd,-0.09148157116140676,1.735933858046692,0.2018124799842002,1.0144253666165201e-11,0.19809521267973457,2.446506419722233e-11,opth,LNC,cstd,3,test,sdm,sdm,sdm
41,SLA_cstd,-2.294634980386925,4.777145230235268,0.08476063765866837,0.0046042654636132595,0.07273814070859771,0.015080925906085755,opth,SLA,cstd,3,test,sdm,sdm,sdm
42,PLH_cstd,-2.192862051434263,88.45924005115386,0.36668329336855787,7.612324153410727e-37,0.38840813321282697,1.6910945023072621e-41,opth,PLH,cstd,3,test,sdm,sdm,sdm
43,average,-61.257556678290165,6175.454587012792,,,,,opth,,,3,test,sdm,sdm,sdm
44,weighted,-180.45848327201568,,,,,,opth,,,3,test,sdm,sdm,sdm
45,richness,0.08095437908652892,90.80102428553889,0.3706961085079693,1.2043539846330129e-37,0.3749301953437458,1.5477393612977054e-38,raw,,,4,test,sdm,sdm,sdm
46,LNC_cm,0.15753870163062522,2.779553748369278,0.4072883754963086,8.49822725320796e-46,0.40616998154902106,1.5630427830149478e-45,raw,LNC,cm,4,test,sdm,sdm,sdm
47,SLA_cm,0.6014287387828975,3.9696344837917747,0.805918317167808,1.2245877651774863e-255,0.8133779168236568,4.053058890988223e-264,raw,SLA,cm,4,test,sdm,sdm,sdm
48,PLH_cm,0.662845753387164,29.909257998682982,0.8495185130513561,2.1714990054517e-311,0.8406900402728046,9.198680687126057e-299,raw,PLH,cm,4,test,sdm,sdm,sdm
49,LNC_cstd,-101.95040384687555,160.06968968922664,-0.013802060799390078,0.6452448529184223,-0.03922138083130593,0.19063604376522303,raw,LNC,cstd,4,test,sdm,sdm,sdm
50,SLA_cstd,-95.80705126088974,132.16482339931275,0.1484332676596945,6.408901458830831e-07,0.14058297414769091,2.4475808769061874e-06,raw,SLA,cstd,4,test,sdm,sdm,sdm
51,PLH_cstd,-1.2496819964179835,66.14891432215722,0.6234312776048312,4.435968700539671e-121,0.6387897380176549,7.052434748605742e-129,raw,PLH,cstd,4,test,sdm,sdm,sdm
52,average,-28.214909933042293,69.40612827529708,,,,,raw,,,4,test,sdm,sdm,sdm
53,weighted,-1.084331757759569,,,,,,raw,,,4,test,sdm,sdm,sdm
54,richness,-449.98955842164116,44557.433183856505,0.24469045675502643,1.1541357778072765e-16,0.23380365787305094,2.6117436901394156e-15,opth,,,4,test,sdm,sdm,sdm
55,LNC_cm,0.01772382512107995,3.240848486575168,0.2729781749804236,1.6663843418337978e-20,0.2622573670195237,5.402879331804582e-19,opth,LNC,cm,4,test,sdm,sdm,sdm
56,SLA_cm,0.3514439858664655,6.459397776230214,0.7628858080769932,4.824905700911697e-213,0.7724988468341077,9.770042935083462e-222,opth,SLA,cm,4,test,sdm,sdm,sdm
57,PLH_cm,0.42300025103927785,51.186169328185834,0.8253195605398318,1.6063211113258928e-278,0.8114205468294429,7.404569287957816e-262,opth,PLH,cm,4,test,sdm,sdm,sdm
58,LNC_cstd,-0.031639652882165414,1.604017400005191,0.2336798867255031,2.703620941047645e-15,0.2161996307380317,2.928729168846491e-13,opth,LNC,cstd,4,test,sdm,sdm,sdm
59,SLA_cstd,-2.8205967815858277,5.216030158355561,0.09882256511787992,0.0009523605241480465,0.0938153202997462,0.0017123998722233407,opth,SLA,cstd,4,test,sdm,sdm,sdm
60,PLH_cstd,-1.784723545767712,81.88110121038517,0.3917255162656359,3.3303478483633655e-42,0.40852797923425976,4.313442867334895e-46,opth,PLH,cstd,4,test,sdm,sdm,sdm
61,average,-64.83347861997858,6386.717249745177,,,,,opth,,,4,test,sdm,sdm,sdm
62,weighted,-190.79916705154588,,,,,,opth,,,4,test,sdm,sdm,sdm
