,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,trait,indice,fold,subset,archi,species_loss,func_loss
24,PLH_cstd,-2.7780943215887173,111.50837410894334,-0.002080835215027192,0.944642752712854,-0.023286744120533994,0.4370618889143014,raw,PLH,cstd,2,test,sdm,sdm,sdm
25,average,-22.658358550128753,83.78580912704956,,,,,raw,,,2,test,sdm,sdm,sdm
26,weighted,-1.4812225608599208,,,,,,raw,,,2,test,sdm,sdm,sdm
27,richness,0.10825216015389594,90.16627578676867,0.386917478431881,3.621108864628384e-41,0.3919123299172123,2.7802423748556307e-42,raw,,,3,test,sdm,sdm,sdm
28,LNC_cm,-0.21503944129785446,3.6207388992951115,0.006581085931888095,0.8261767596448745,0.007866689337772742,0.7929292085466693,raw,LNC,cm,3,test,sdm,sdm,sdm
29,SLA_cm,-0.17604976494126756,11.61378350995075,-0.0009642633084551676,0.9743311742648137,0.004063087381690094,0.8921514764111701,raw,SLA,cm,3,test,sdm,sdm,sdm
30,PLH_cm,-0.291884598010681,120.80869097065099,-0.017785606432484998,0.5528214949641633,-0.020023687935888386,0.5039801356731599,raw,PLH,cm,3,test,sdm,sdm,sdm
31,LNC_cstd,-79.88906031702581,128.64904205436315,0.003269093952014122,0.9131333470385725,-0.0180469650792085,0.5470004732912629,raw,LNC,cstd,3,test,sdm,sdm,sdm
32,SLA_cstd,-78.20934915070107,114.85174131213547,0.0861148037489499,0.003990305926150318,0.10763616124415974,0.00031553942447713355,raw,SLA,cstd,3,test,sdm,sdm,sdm
33,PLH_cstd,-3.2013240379365024,116.3989942620795,-0.004292019680959828,0.8861150889325388,-0.014521635136416808,0.6279600005240875,raw,PLH,cstd,3,test,sdm,sdm,sdm
34,average,-23.124922164251327,83.72989525646338,,,,,raw,,,3,test,sdm,sdm,sdm
35,weighted,-1.4603046761472542,,,,,,raw,,,3,test,sdm,sdm,sdm
36,richness,-715.3753856248314,72434.04211469534,0.19257819994345937,8.757181110114617e-11,0.1892978178134098,1.8365098086443034e-10,opth,,,3,test,sdm,sdm,sdm
37,LNC_cm,-0.14185184887809865,3.4026446104900407,0.029545220092505885,0.32407711285601537,0.018842511452685024,0.5294705729631028,opth,LNC,cm,3,test,sdm,sdm,sdm
38,SLA_cm,-0.22635731272169624,12.110583038555374,-0.007351211433947062,0.8062187437968131,-0.013249038075556867,0.6583961987843467,opth,SLA,cm,3,test,sdm,sdm,sdm
39,PLH_cm,-0.5349710965477463,143.5405678938087,-0.02582315080272264,0.3887754133357149,-0.01184244844077776,0.692705413637726,opth,PLH,cm,3,test,sdm,sdm,sdm
40,LNC_cstd,-0.0585562652940228,1.683568197689351,-0.004728641806861245,0.8746209898588458,0.007604087203454935,0.7996921121726829,opth,LNC,cstd,3,test,sdm,sdm,sdm
41,SLA_cstd,-2.798190472199189,5.507289155189049,0.010029376567086778,0.737866354708673,-0.0073807029342806705,0.8054568748085216,opth,SLA,cstd,3,test,sdm,sdm,sdm
42,PLH_cstd,-2.9149891890158446,108.4659978696092,-0.013803996698655195,0.6450500405685965,-0.02063971275100227,0.490947232335057,opth,PLH,cstd,3,test,sdm,sdm,sdm
43,average,-103.15004311564114,10386.964680780098,,,,,opth,,,3,test,sdm,sdm,sdm
44,weighted,-304.20876321204963,,,,,,opth,,,3,test,sdm,sdm,sdm
45,richness,0.08095437908652903,90.80102428553889,0.3706961085079692,1.2043539846331423e-37,0.3749301953437458,1.5477393612977054e-38,raw,,,4,test,sdm,sdm,sdm
46,LNC_cm,-0.21511357162494193,4.00905476517646,-0.017893434625462848,0.5505953144461113,-0.016908351502948456,0.5727512669477122,raw,LNC,cm,4,test,sdm,sdm,sdm
47,SLA_cm,-0.1690297071164839,11.643139105854495,-0.0280821571196535,0.3488400586191827,-0.020194958970213096,0.5005309136905832,raw,SLA,cm,4,test,sdm,sdm,sdm
48,PLH_cm,-0.2932642060504682,114.7266368074058,-0.016847088443379673,0.5741430031109103,-0.0009402964516360217,0.9749802022940396,raw,PLH,cm,4,test,sdm,sdm,sdm
49,LNC_cstd,-82.5616694330807,129.923633091925,0.01743437861047078,0.5608676168540108,-0.0011131682655455457,0.9703823039978358,raw,LNC,cstd,4,test,sdm,sdm,sdm
50,SLA_cstd,-84.39625529475695,116.58635247114381,0.041857424146798314,0.1624943454378333,0.061424849796267264,0.040295099224250445,raw,SLA,cstd,4,test,sdm,sdm,sdm
51,PLH_cstd,-2.9068234718495174,114.87496078230194,-0.030984938507856347,0.30126481104248687,-0.012934866521947464,0.6661414333690014,raw,PLH,cstd,4,test,sdm,sdm,sdm
52,average,-24.35160018648465,83.22354304419234,,,,,raw,,,4,test,sdm,sdm,sdm
53,weighted,-1.4992818079728583,,,,,,raw,,,4,test,sdm,sdm,sdm
54,richness,-743.1214634186294,73518.64753363229,0.237842020158521,8.361330546150196e-16,0.2182553782322796,1.7225288051055614e-13,opth,,,4,test,sdm,sdm,sdm
55,LNC_cm,-0.1010328138846126,3.6326652522009786,-0.002727226862488585,0.9275207709074065,0.011427312112628157,0.703083888224687,opth,LNC,cm,4,test,sdm,sdm,sdm
56,SLA_cm,-0.22986612561511066,12.249049185786204,-0.017349846333537276,0.5627692498466428,0.006996298344789931,0.8154830178101613,opth,SLA,cm,4,test,sdm,sdm,sdm
57,PLH_cm,-0.5593698086782088,138.33310537141497,0.08151580892681715,0.0064608923640404525,0.06838399318848955,0.022397148402917753,opth,PLH,cm,4,test,sdm,sdm,sdm
58,LNC_cstd,-0.025925747326377868,1.5951332863441232,0.0825228781511344,0.005830130804134523,0.0663147081833729,0.02680751234172949,opth,LNC,cstd,4,test,sdm,sdm,sdm
59,SLA_cstd,-3.445586408808188,6.0692907693583535,-0.010059030892023375,0.7372335900298759,-0.020283219296145866,0.4986601710337859,opth,SLA,cstd,4,test,sdm,sdm,sdm
60,PLH_cstd,-2.773650522339758,110.9591868901801,0.031061957199076083,0.3000642568741443,0.03654395183845542,0.2227302898221995,opth,PLH,cstd,4,test,sdm,sdm,sdm
61,average,-107.17955640646879,10541.640852055369,,,,,opth,,,4,test,sdm,sdm,sdm
62,weighted,-315.5754574247731,,,,,,opth,,,4,test,sdm,sdm,sdm
