,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,trait,indice,fold,subset,archi,species_loss,func_loss
13,LNC_cstd,-0.04311314251557241,1.7409390191992515,0.20541709921834317,4.249955801678544e-12,0.22191685623515,6.437016508676937e-14,opth,LNC,cstd,1,test,sdm,sdm,sdm
14,SLA_cstd,-3.4016699260023415,6.0278632640621606,0.021117247569161085,0.48097008248100426,0.016574877077030047,0.5801760795781785,opth,SLA,cstd,1,test,sdm,sdm,sdm
15,PLH_cstd,-3.3008643727184763,124.56971134850333,0.2952617429163674,6.900325986774858e-24,0.29470602549453057,8.44382812156819e-24,opth,PLH,cstd,1,test,sdm,sdm,sdm
16,average,-113.99596784623982,11088.432788631953,,,,,opth,,,1,test,sdm,sdm,sdm
17,weighted,-322.84845919284254,,,,,,opth,,,1,test,sdm,sdm,sdm
18,richness,-0.02169290135956281,98.52457157002311,0.30776403959527143,6.530929948682577e-26,0.3065633951720226,1.0319389216301522e-25,raw,,,2,test,sdm,sdm,sdm
19,LNC_cm,0.03906412819894667,2.9644820049550074,0.2592217898693645,1.3575433300415292e-18,0.2516826147905202,1.386954051794802e-17,raw,LNC,cm,2,test,sdm,sdm,sdm
20,SLA_cm,0.3618713115980058,6.559427011164807,0.7534080865457407,4.743689950007268e-205,0.7681350166519016,6.234068174093648e-218,raw,SLA,cm,2,test,sdm,sdm,sdm
21,PLH_cm,0.35153583177021663,60.919124282964034,0.7919001361623381,7.12322831256362e-241,0.793930119919125,5.677434132134721e-243,raw,PLH,cm,2,test,sdm,sdm,sdm
22,LNC_cstd,-109.54220706271332,183.92062546465493,0.006885367120970127,0.8182770520158762,-0.001444266431355444,0.9615616582112629,raw,LNC,cstd,2,test,sdm,sdm,sdm
23,SLA_cstd,-103.98718095372014,152.95580999508374,0.17658554504416274,2.8634435058793343e-09,0.1567357174209852,1.4195850868163274e-07,raw,SLA,cstd,2,test,sdm,sdm,sdm
24,PLH_cstd,-2.515202592338327,103.74926943866276,0.5837140113448707,6.80195819417877e-103,0.6026014045581807,2.8481882972628444e-111,raw,PLH,cstd,2,test,sdm,sdm,sdm
25,average,-30.7591160340806,87.08475853821548,,,,,raw,,,2,test,sdm,sdm,sdm
26,weighted,-1.578917239605678,,,,,,raw,,,2,test,sdm,sdm,sdm
27,richness,0.10825216015389594,90.16627578676867,0.38691747843188085,3.621108864629162e-41,0.3919123299172123,2.7802423748556307e-42,raw,,,3,test,sdm,sdm,sdm
28,LNC_cm,0.02306601611314474,2.9112000460858836,0.22477992466487967,3.003890094497943e-14,0.23086337722178654,5.7440562155819044e-15,raw,LNC,cm,3,test,sdm,sdm,sdm
29,SLA_cm,0.330806256754675,6.608454414046758,0.7271540319247197,3.280227032529106e-184,0.7400461701976178,3.966111812532893e-194,raw,SLA,cm,3,test,sdm,sdm,sdm
30,PLH_cm,0.3346568465733569,62.218587895180704,0.7810409050406977,4.93198554119079e-230,0.7754284633785583,1.1351275227666054e-224,raw,PLH,cm,3,test,sdm,sdm,sdm
31,LNC_cstd,-112.81128415547487,181.00980063551216,-0.007789737329102743,0.7949094001950963,-0.03243976618313118,0.27890947487739154,raw,LNC,cstd,3,test,sdm,sdm,sdm
32,SLA_cstd,-103.99639617624904,152.24236862997014,0.14530601604641047,1.0901210118416863e-06,0.14074969337219678,2.355975644641953e-06,raw,SLA,cstd,3,test,sdm,sdm,sdm
33,PLH_cstd,-2.759575103783759,104.16020211288367,0.5711729564691257,1.2553479579358886e-97,0.5917188945963174,2.2359097856788964e-106,raw,PLH,cstd,3,test,sdm,sdm,sdm
34,average,-31.25292487941608,85.61669850292115,,,,,raw,,,3,test,sdm,sdm,sdm
35,weighted,-1.5157461745035,,,,,,raw,,,3,test,sdm,sdm,sdm
36,richness,-731.6074449574961,74075.29569892473,0.20151659951651013,1.0887382649037505e-11,0.21639848378820162,2.71569000019113e-13,opth,,,3,test,sdm,sdm,sdm
37,LNC_cm,-0.05074127608516732,3.131141000124888,0.21522618888389203,3.66889712920223e-13,0.23492210466469896,1.854976567178493e-15,opth,LNC,cm,3,test,sdm,sdm,sdm
38,SLA_cm,0.1726911222988815,8.169880635927807,0.7469941126831197,1.0112703761850093e-199,0.7604984746495181,3.897545827645791e-211,opth,SLA,cm,3,test,sdm,sdm,sdm
39,PLH_cm,0.23579690458683245,71.46333018812022,0.8117992863940324,1.585302771412437e-262,0.8069772436966931,4.7633973816768034e-257,opth,PLH,cm,3,test,sdm,sdm,sdm
40,LNC_cstd,-0.07967776955868877,1.7171606424494552,0.13619000784867077,4.97513775559873e-06,0.15202765924440045,3.3480414861209827e-07,opth,LNC,cstd,3,test,sdm,sdm,sdm
41,SLA_cstd,-2.8594412311800346,5.596101352247453,0.09603568937595457,0.0013178873137689884,0.08819512948303744,0.0031906812229998438,opth,SLA,cstd,3,test,sdm,sdm,sdm
42,PLH_cstd,-2.7054144363194803,102.65966391005053,0.29569735580439604,5.888602049045187e-24,0.2840698210265421,3.693892438529849e-22,opth,PLH,cstd,3,test,sdm,sdm,sdm
43,average,-105.27060452053628,10609.71899666481,,,,,opth,,,3,test,sdm,sdm,sdm
44,weighted,-310.7541372785581,,,,,,opth,,,3,test,sdm,sdm,sdm
45,richness,0.08095437908652947,90.80102428553884,0.3706961085079695,1.2043539846330129e-37,0.374930196155169,1.547738748197993e-38,raw,,,4,test,sdm,sdm,sdm
46,LNC_cm,0.026022888184132675,3.2134671791020413,0.20703842184864463,2.923151395157961e-12,0.18112250310110647,1.1176029362880305e-09,raw,LNC,cm,4,test,sdm,sdm,sdm
47,SLA_cm,0.3273768796327813,6.699097985770092,0.7212792023454673,1.018946210797655e-179,0.7374244460867583,6.811028060359725e-192,raw,SLA,cm,4,test,sdm,sdm,sdm
48,PLH_cm,0.31847443269538966,60.45874916301981,0.7716901540771888,5.465695325801576e-221,0.7591514538601141,8.908019844178381e-210,raw,PLH,cm,4,test,sdm,sdm,sdm
49,LNC_cstd,-115.51967223874809,181.1675047500346,-0.010237344777186722,0.7327520420961701,-0.03188972700946143,0.28736235619738976,raw,LNC,cstd,4,test,sdm,sdm,sdm
50,SLA_cstd,-111.70199900491816,153.86523606728468,0.13916974855568173,3.0920705742062443e-06,0.13047406553254537,1.2393499732240896e-05,raw,SLA,cstd,4,test,sdm,sdm,sdm
51,PLH_cstd,-2.511416588683608,103.24854599186536,0.5412082104694902,7.554724554309429e-86,0.5582937020872922,2.275432789946036e-92,raw,PLH,cstd,4,test,sdm,sdm,sdm
52,average,-32.711465607535864,85.63623220323078,,,,,raw,,,4,test,sdm,sdm,sdm
53,weighted,-1.5717371481675926,,,,,,raw,,,4,test,sdm,sdm,sdm
54,richness,-781.3287913755978,77293.50313901345,0.23675851958371535,1.1373580494556642e-15,0.21509910063012,3.882662352018924e-13,opth,,,4,test,sdm,sdm,sdm
55,LNC_cm,-0.01716257604908966,3.355950067297448,0.1983413189131059,2.3570298260134612e-11,0.18124810450064144,1.087996796882285e-09,opth,LNC,cm,4,test,sdm,sdm,sdm
56,SLA_cm,0.20201455402379398,7.947664199967614,0.727249735816428,4.055274997898863e-184,0.7461433465468807,7.524058609884133e-199,opth,SLA,cm,4,test,sdm,sdm,sdm
57,PLH_cm,0.17038257469622387,73.59611175862635,0.80301267169021,1.9583357453196568e-252,0.7904638074500853,3.439270629451032e-239,opth,PLH,cm,4,test,sdm,sdm,sdm
58,LNC_cstd,-0.058889849318036314,1.6463866411589032,0.1484334818257418,6.408660986228581e-07,0.1375592691342947,4.02463496252475e-06,opth,LNC,cstd,4,test,sdm,sdm,sdm
59,SLA_cstd,-3.1885126147231206,5.718323436366458,0.06902020995377968,0.021174401448622766,0.051215812392940506,0.08738014050237428,opth,SLA,cstd,4,test,sdm,sdm,sdm
60,PLH_cstd,-2.793565067985306,111.54474768311418,0.22416974051724659,3.6307289540169666e-14,0.22948118880655544,8.633962305804503e-15,opth,PLH,cstd,4,test,sdm,sdm,sdm
61,average,-112.43064633642192,11071.044617542855,,,,,opth,,,4,test,sdm,sdm,sdm
62,weighted,-331.4739538328461,,,,,,opth,,,4,test,sdm,sdm,sdm
